ano;mes;risp;aisp;cisp;hom_doloso;lesao_corp_morte;latrocinio;morte_transito;suicidio;morte_esclarecer;tentat_hom;feminicidio;estupro;morte_intervencao;roubo_veiculo;roubo_carga;roubo_banco;furto_veiculo;trafico_drogas;pessoa_localizada;pessoa_desaparecida;arma_fogo_carabina;arma_fogo_espingarda;arma_fogo_fuzil;arma_fogo_metralhadora;arma_fogo_pistola;arma_fogo_revolver;arma_fogo_submetralhadora;arma_fogo_outras;pol_militares_mortos;pol_civis_mortos;fase
2015;1;1;5;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;5;0;1;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;1;5;4;3;0;0;5;1;1;10;0;1;1;7;3;0;4;34;2;7;0;0;0;0;2;0;0;0;0;0;Consolidado com errata
2015;1;1;5;5;1;0;0;0;0;0;1;0;1;1;5;4;0;8;116;2;1;0;0;0;0;1;2;0;0;0;0;Consolidado com errata
2015;1;1;4;6;4;0;0;0;0;7;13;0;1;1;9;0;0;4;15;3;2;0;0;0;0;7;1;0;0;1;0;Consolidado com errata
2015;1;1;5;7;0;0;0;0;0;2;7;0;1;0;12;0;0;15;14;0;0;0;0;0;0;1;1;0;0;0;0;Consolidado com errata
2015;1;1;2;9;0;0;0;0;0;6;1;0;1;0;14;1;1;25;15;2;5;0;0;0;0;1;1;0;0;0;0;Consolidado com errata
2015;1;1;2;10;2;0;1;0;0;1;1;0;1;0;4;1;0;25;24;2;3;0;0;0;0;2;0;1;0;0;0;Consolidado com errata
2015;1;1;23;11;2;0;0;0;0;1;8;0;1;0;0;0;0;4;7;0;4;0;0;0;0;2;0;0;0;0;0;Consolidado com errata
2015;1;1;19;12;1;0;0;0;0;1;5;0;4;0;0;1;0;4;41;7;7;0;0;0;0;4;5;0;0;0;0;Consolidado com errata
2015;1;1;19;13;1;0;0;0;1;2;2;0;0;0;3;0;0;3;15;6;0;0;0;0;0;1;0;0;0;0;0;Consolidado com errata
2015;1;1;23;14;0;0;0;0;0;1;1;0;1;0;3;3;0;9;15;0;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;1;23;15;1;0;0;4;0;3;0;0;1;0;1;0;0;6;8;2;1;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;2;31;16;2;0;0;2;0;4;7;0;3;0;15;2;0;30;5;3;10;0;0;0;0;3;5;0;0;0;0;Consolidado com errata
2015;1;1;4;17;4;0;0;4;1;7;8;0;2;1;15;20;0;12;24;2;6;0;0;0;0;4;2;0;0;0;0;Consolidado com errata
2015;1;1;4;18;0;0;0;4;0;0;5;0;0;0;10;0;0;4;7;0;1;0;0;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;1;6;19;1;0;0;2;0;8;10;0;2;0;7;3;0;13;11;1;5;0;0;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;1;6;20;2;0;0;0;0;1;17;0;2;0;13;7;0;11;27;3;9;0;0;0;0;1;3;0;2;0;0;Consolidado com errata
2015;1;1;22;21;6;0;0;3;0;8;2;0;7;0;34;18;0;31;63;4;11;0;0;0;0;1;2;0;0;0;0;Consolidado com errata
2015;1;1;16;22;2;0;0;2;0;4;13;0;2;0;33;24;0;18;22;0;3;0;0;0;0;5;2;0;1;0;0;Consolidado com errata
2015;1;1;3;23;0;0;0;1;1;3;0;0;1;0;38;4;0;9;2;4;5;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;1;3;24;1;0;0;0;0;3;2;0;1;0;27;8;0;5;6;1;4;0;0;0;0;8;1;0;0;0;0;Consolidado com errata
2015;1;1;3;25;1;0;0;1;0;10;7;0;4;0;19;4;0;10;42;1;4;0;0;1;0;0;2;0;0;0;0;Consolidado com errata
2015;1;1;3;26;2;0;0;0;0;5;30;0;0;1;35;2;0;11;6;6;4;0;0;0;0;2;1;0;0;0;0;Consolidado com errata
2015;1;2;41;27;6;0;0;4;0;8;1;0;1;0;112;13;0;23;7;4;2;0;0;11;0;7;0;0;0;0;0;Consolidado com errata
2015;1;2;9;28;3;0;0;0;0;9;4;0;0;0;61;4;0;12;1;3;6;0;0;1;0;4;2;0;0;0;0;Consolidado com errata
2015;1;2;9;29;8;0;0;0;1;7;4;0;3;2;64;8;1;11;12;3;4;0;0;2;0;5;2;0;0;0;0;Consolidado com errata
2015;1;2;9;30;2;0;0;0;0;1;10;0;3;1;49;8;0;10;6;2;3;0;0;0;0;11;5;0;0;0;0;Consolidado com errata
2015;1;2;41;31;5;0;0;2;1;14;3;0;4;4;101;27;0;13;9;1;5;0;1;1;0;10;3;0;0;0;0;Consolidado com errata
2015;1;2;18;32;11;0;0;1;0;21;19;0;12;0;27;6;1;29;29;6;21;0;1;0;0;8;3;0;0;1;0;Consolidado com errata
2015;1;2;14;33;6;0;0;1;0;14;1;0;10;0;110;19;0;22;15;2;7;0;0;0;0;3;3;0;0;0;0;Consolidado com errata
2015;1;2;14;34;10;0;0;1;0;13;10;0;14;4;127;42;1;51;58;3;17;1;0;6;0;13;9;0;0;0;0;Consolidado com errata
2015;1;2;40;35;7;0;0;4;2;26;8;0;16;0;64;27;0;37;6;6;27;0;2;0;0;6;7;0;1;1;0;Consolidado com errata
2015;1;2;27;36;15;0;0;0;4;20;2;0;7;4;23;9;0;14;11;5;28;0;0;1;0;8;2;0;0;0;0;Consolidado com errata
2015;1;1;17;37;3;0;0;0;0;9;2;0;7;0;15;4;0;17;5;1;6;0;0;5;0;1;0;0;0;0;0;Consolidado com errata
2015;1;1;16;38;5;0;0;1;0;6;1;0;4;2;68;32;0;26;22;2;4;2;0;0;0;8;1;0;0;0;0;Consolidado com errata
2015;1;2;41;39;6;0;0;0;0;12;10;0;7;5;74;75;0;9;21;3;10;0;0;3;0;9;1;0;0;0;0;Consolidado com errata
2015;1;2;9;40;4;0;0;3;0;2;4;0;1;3;100;29;0;10;7;1;7;0;0;3;0;6;4;0;0;0;0;Consolidado com errata
2015;1;2;18;41;1;0;0;0;0;6;6;0;0;0;15;2;0;6;4;3;3;0;0;1;0;4;1;0;0;0;0;Consolidado com errata
2015;1;2;31;42;1;0;0;1;2;5;2;0;0;0;43;1;0;61;7;3;4;0;0;0;0;1;2;0;0;0;0;Consolidado com errata
2015;1;2;27;43;4;0;0;3;0;18;3;0;8;0;6;2;0;16;1;4;10;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;1;3;44;7;0;0;1;0;8;3;0;1;0;38;24;0;7;11;3;5;0;0;1;1;4;1;0;0;0;0;Consolidado com errata
2015;1;1;16;45;0;0;0;0;0;4;17;0;2;0;0;0;0;0;9;2;4;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;3;24;48;4;0;0;0;0;0;1;0;3;1;17;4;0;2;7;0;3;1;0;0;0;0;1;0;1;0;0;Consolidado com errata
2015;1;3;24;50;3;0;0;6;0;11;12;0;7;0;46;2;0;24;12;0;4;0;3;0;0;7;4;0;0;1;0;Consolidado com errata
2015;1;3;24;51;3;0;0;2;1;0;1;0;1;0;2;4;0;0;17;1;2;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;3;20;52;3;0;0;1;0;0;1;0;7;0;60;12;1;38;8;1;3;0;0;0;0;4;2;0;0;0;0;Consolidado com errata
2015;1;3;20;53;6;0;0;0;0;1;14;0;5;0;39;7;0;15;9;2;2;0;0;0;0;1;0;0;0;0;0;Consolidado com errata
2015;1;3;39;54;20;0;1;1;1;40;31;0;24;7;78;20;0;35;36;2;15;1;2;2;0;11;9;1;0;0;0;Consolidado com errata
2015;1;3;24;55;12;0;1;3;0;5;6;0;5;0;11;3;0;11;7;2;14;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;3;20;56;13;0;1;1;3;14;5;0;15;0;68;18;0;16;40;2;15;0;0;0;0;9;7;0;0;0;0;Consolidado com errata
2015;1;3;20;57;1;0;0;0;0;7;1;0;6;1;57;19;0;19;4;0;5;0;0;0;0;2;2;0;1;0;0;Consolidado com errata
2015;1;3;20;58;22;0;0;2;1;14;16;0;20;3;82;7;0;30;15;3;21;0;0;0;0;5;8;0;0;0;0;Consolidado com errata
2015;1;3;15;59;11;0;2;3;0;6;9;0;12;2;114;47;0;47;23;2;17;0;2;2;0;11;7;1;0;1;0;Consolidado com errata
2015;1;3;15;60;15;0;0;3;0;2;10;0;9;2;79;8;0;17;7;1;12;0;0;0;0;7;0;0;0;0;0;Consolidado com errata
2015;1;3;15;61;6;0;0;1;0;2;1;0;3;0;8;2;0;5;6;0;1;0;0;0;0;2;0;0;0;0;0;Consolidado com errata
2015;1;3;15;62;11;0;0;0;0;12;4;0;7;1;33;4;1;14;18;0;4;0;0;0;0;7;2;0;0;0;0;Consolidado com errata
2015;1;3;24;63;5;0;0;1;0;6;4;0;4;0;2;1;0;1;6;1;6;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;3;21;64;20;0;0;1;1;16;13;0;15;3;132;37;0;31;45;7;34;0;2;0;0;16;7;0;1;0;1;Consolidado com errata
2015;1;3;34;65;7;0;0;0;0;4;14;0;2;0;1;4;0;8;12;1;3;1;2;0;0;3;4;0;0;0;0;Consolidado com errata
2015;1;3;34;66;6;0;0;2;1;5;1;0;7;0;7;1;0;17;7;1;3;0;0;0;0;1;3;0;0;0;0;Consolidado com errata
2015;1;3;34;67;3;0;0;0;0;1;6;0;2;0;8;1;0;4;5;0;2;0;1;0;0;1;2;0;0;0;0;Consolidado com errata
2015;1;4;35;70;1;1;0;1;0;0;1;0;1;0;6;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;4;35;71;6;0;0;1;1;3;13;0;6;0;33;3;0;31;31;1;7;0;1;0;0;2;5;0;0;0;0;Consolidado com errata
2015;1;4;7;72;2;0;0;1;0;2;8;0;8;2;69;18;0;32;29;0;8;0;0;1;0;5;6;0;0;0;0;Consolidado com errata
2015;1;4;7;73;8;0;0;1;0;1;8;0;8;1;68;8;0;11;41;2;6;0;0;1;0;6;8;0;0;0;0;Consolidado com errata
2015;1;4;7;74;13;0;1;4;0;2;11;0;11;2;108;19;0;28;36;5;10;0;0;0;0;5;16;0;0;0;0;Consolidado com errata
2015;1;4;7;75;6;0;0;2;0;0;8;0;2;2;78;5;0;4;9;3;4;0;1;0;0;3;1;0;0;0;0;Consolidado com errata
2015;1;4;12;76;1;0;0;0;1;0;2;0;7;0;12;2;0;25;12;1;2;0;0;1;0;0;4;1;0;0;0;Consolidado com errata
2015;1;4;12;77;2;0;0;1;0;0;3;0;3;0;24;1;0;23;8;2;2;0;0;0;0;2;1;0;0;0;0;Consolidado com errata
2015;1;4;12;78;2;0;0;1;0;1;3;0;2;7;42;2;0;19;17;1;3;0;0;6;0;8;2;1;0;0;0;Consolidado com errata
2015;1;4;12;79;0;0;0;0;0;1;0;0;3;0;30;0;0;14;7;2;1;0;0;0;0;3;0;1;0;0;0;Consolidado com errata
2015;1;4;12;81;6;0;0;0;0;1;4;0;1;0;21;0;0;24;7;2;3;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;4;12;82;9;0;0;4;0;0;9;0;4;0;20;1;0;20;11;3;4;0;0;0;0;1;2;0;0;0;0;Consolidado com errata
2015;1;5;10;88;1;0;0;2;0;2;0;0;3;0;0;0;0;2;19;1;1;0;1;0;0;1;1;0;0;0;0;Consolidado com errata
2015;1;5;37;89;1;0;0;0;1;0;2;0;2;0;1;0;0;3;17;4;2;0;0;0;0;0;6;0;1;0;0;Consolidado com errata
2015;1;5;28;90;4;0;0;1;0;1;7;0;4;0;0;0;0;12;22;4;4;0;2;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;5;10;91;0;0;0;0;0;0;2;0;5;0;0;0;0;1;9;0;1;0;0;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;5;10;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;5;28;93;1;0;0;2;0;0;6;0;3;0;1;2;0;25;45;2;6;0;0;0;0;4;7;0;1;0;0;Consolidado com errata
2015;1;5;10;94;0;0;0;1;0;1;2;0;2;0;0;3;0;1;4;0;2;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;5;10;95;1;0;0;0;0;0;0;0;1;0;0;0;0;1;10;2;1;0;0;0;0;0;1;0;1;0;0;Consolidado com errata
2015;1;5;10;96;1;0;0;1;1;1;0;0;1;0;0;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;5;10;97;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;5;10;98;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;5;37;99;0;0;0;0;1;0;2;0;1;0;0;0;0;2;136;0;2;0;0;0;0;1;1;0;0;0;0;Consolidado com errata
2015;1;5;37;100;0;0;0;1;0;1;2;0;2;0;0;0;0;3;5;2;0;0;8;0;0;0;1;0;1;0;0;Consolidado com errata
2015;1;5;28;101;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;2;0;0;0;0;0;Consolidado com errata
2015;1;7;30;104;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;7;26;105;6;0;0;0;0;6;4;0;6;0;1;0;0;17;26;5;0;0;0;0;0;3;0;0;0;0;0;Consolidado com errata
2015;1;7;26;106;0;0;0;2;1;1;0;0;3;0;0;0;0;4;6;1;1;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;7;38;107;1;0;0;1;0;0;1;0;1;0;0;0;0;0;13;0;0;0;1;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;7;38;108;2;0;0;2;0;2;7;0;7;0;1;2;0;5;47;2;2;0;0;0;0;2;1;0;2;0;0;Consolidado com errata
2015;1;7;38;109;0;0;0;1;0;0;0;0;0;0;0;1;0;2;3;0;0;0;0;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;7;30;110;5;0;0;3;0;1;5;0;6;0;0;1;0;8;29;0;7;0;0;0;0;1;6;0;2;0;0;Consolidado com errata
2015;1;7;30;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;7;30;112;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;4;25;118;8;0;0;3;0;0;3;0;2;0;1;1;0;16;11;0;3;0;0;0;0;1;2;0;0;0;0;Consolidado com errata
2015;1;4;35;119;0;0;0;4;0;0;0;0;3;0;4;1;0;4;12;2;0;0;1;0;0;1;1;0;0;0;0;Consolidado com errata
2015;1;4;35;120;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;6;32;121;0;0;0;3;0;0;1;0;0;0;3;3;0;4;11;0;0;0;1;0;0;0;0;0;1;0;0;Consolidado com errata
2015;1;6;32;122;0;0;0;0;0;0;2;0;2;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;Consolidado com errata
2015;1;6;32;123;14;0;0;6;1;4;6;0;6;0;30;5;0;24;34;1;7;0;1;0;0;3;4;0;0;0;0;Consolidado com errata
2015;1;4;25;124;0;0;0;7;0;0;2;0;2;0;4;1;0;24;11;0;3;0;0;0;0;1;0;0;0;0;0;Consolidado com errata
2015;1;4;25;125;3;0;0;1;0;0;1;0;3;0;1;0;0;6;15;0;2;0;0;0;0;1;2;0;0;0;0;Consolidado com errata
2015;1;4;25;126;17;0;0;1;0;1;6;0;9;0;7;3;0;40;62;1;4;1;1;0;0;16;8;0;1;0;0;Consolidado com errata
2015;1;4;25;127;2;0;0;1;0;0;2;0;1;0;3;0;0;20;8;2;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;6;32;128;5;0;0;3;1;3;4;0;7;0;6;0;0;28;10;4;4;0;0;0;0;4;3;0;1;0;0;Consolidado com errata
2015;1;4;25;129;0;0;0;0;0;0;1;0;0;0;2;4;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;6;32;130;0;0;1;2;0;0;3;0;3;0;3;0;0;3;2;0;0;0;0;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;4;25;132;2;0;0;1;0;1;0;0;4;0;0;0;0;5;14;0;0;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;6;8;134;10;0;1;7;2;0;8;0;12;0;19;3;0;32;30;0;3;0;1;0;0;3;15;0;1;0;0;Consolidado com errata
2015;1;6;36;135;1;0;0;0;0;0;1;0;1;0;0;0;0;5;10;0;0;0;5;0;0;1;3;0;0;0;0;Consolidado com errata
2015;1;6;36;136;3;0;0;1;0;0;5;0;1;0;0;0;0;1;13;1;0;0;0;0;0;0;3;0;0;0;0;Consolidado com errata
2015;1;6;36;137;1;0;0;0;0;1;6;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;1;0;1;0;0;Consolidado com errata
2015;1;6;29;138;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;6;29;139;1;0;0;1;0;1;1;0;0;0;0;0;0;1;5;0;1;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;6;29;140;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;6;8;141;2;0;0;0;0;0;0;0;0;0;2;1;0;1;5;0;2;0;0;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;6;36;142;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;6;29;143;1;0;0;1;1;1;2;0;2;0;0;0;0;1;87;2;5;0;2;0;0;0;5;0;0;0;0;Consolidado com errata
2015;1;6;29;144;2;0;0;0;2;0;0;0;0;0;0;0;0;0;3;6;1;0;1;0;0;1;0;0;1;0;0;Consolidado com errata
2015;1;6;8;145;2;0;0;0;0;0;1;0;3;0;0;0;0;3;11;0;0;0;2;0;0;1;0;0;0;0;0;Consolidado com errata
2015;1;6;8;146;13;0;1;3;0;1;13;0;6;0;8;0;0;9;36;0;2;0;0;0;0;3;14;0;0;0;0;Consolidado com errata
2015;1;6;8;147;3;0;0;0;0;0;0;0;3;0;5;0;0;6;4;1;0;0;1;0;0;0;3;0;0;0;0;Consolidado com errata
2015;1;6;29;148;2;0;0;0;0;0;0;0;0;0;1;0;0;0;13;1;1;1;1;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;7;11;151;3;0;1;4;2;9;4;0;2;0;1;1;0;7;44;4;4;0;1;0;0;2;1;0;0;1;0;Consolidado com errata
2015;1;7;11;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;7;11;153;0;0;0;1;0;2;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;7;11;154;0;0;0;0;0;1;0;0;2;0;0;1;0;1;16;0;1;0;3;0;0;0;2;0;0;0;0;Consolidado com errata
2015;1;6;36;155;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;7;11;156;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;5;0;0;1;0;0;0;0;0;Consolidado com errata
2015;1;7;11;157;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;1;7;11;158;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;4;35;159;0;0;0;0;0;0;1;0;0;0;0;1;0;1;5;0;1;0;0;0;0;0;1;0;4;0;0;Consolidado com errata
2015;1;5;33;165;4;0;0;1;0;0;5;0;3;0;1;1;0;31;8;2;4;0;1;0;0;0;1;0;0;0;0;Consolidado com errata
2015;1;5;33;166;5;0;0;2;2;0;14;0;5;0;10;1;0;16;47;3;13;0;3;0;0;5;6;0;0;0;0;Consolidado com errata
2015;1;5;33;167;6;0;0;0;0;0;2;0;2;1;0;0;0;8;9;0;1;1;7;0;0;2;4;0;2;0;0;Consolidado com errata
2015;1;5;33;168;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;2;0;0;Consolidado com errata
2015;2;1;5;1;0;0;0;0;1;0;2;0;0;0;1;7;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;2;1;5;4;4;1;1;0;0;0;8;0;1;0;8;3;0;5;23;0;3;0;0;0;0;9;2;2;0;0;0;Consolidado com errata
2015;2;1;5;5;1;0;0;0;0;1;1;0;2;0;0;4;0;1;119;1;3;0;0;0;0;3;2;0;0;0;0;Consolidado com errata
2015;2;1;4;6;1;0;0;1;0;8;2;0;0;0;4;4;0;4;19;5;6;0;0;0;0;3;2;0;0;0;0;Consolidado com errata
2015;2;1;5;7;0;0;0;0;1;1;4;0;1;1;3;1;0;21;6;2;1;0;0;0;0;1;0;0;0;0;0;Consolidado com errata
2015;2;1;2;9;1;0;0;0;1;3;0;0;5;0;7;2;0;21;10;0;2;0;0;0;0;0;2;0;0;0;0;Consolidado com errata
2015;2;1;2;10;0;0;0;0;1;2;1;0;2;0;4;0;0;21;8;4;5;0;0;0;0;2;1;0;0;0;0;Consolidado com errata
2015;2;1;23;11;2;0;0;0;0;4;0;0;0;0;0;1;0;1;5;3;3;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;2;1;19;12;1;0;0;0;1;3;10;0;4;0;0;0;0;5;31;6;2;0;0;0;0;1;1;0;0;0;0;Consolidado com errata
2015;2;1;19;13;0;0;0;1;0;1;9;0;0;0;0;0;0;1;16;4;2;0;0;0;0;0;1;0;0;1;0;Consolidado com errata
2015;2;1;23;14;1;0;0;0;0;2;0;0;0;0;2;1;0;5;14;0;5;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;2;1;23;15;0;0;0;0;0;3;0;0;1;0;5;0;0;3;8;3;2;0;0;0;0;1;0;0;0;0;0;Consolidado com errata
2015;2;2;31;16;7;0;0;1;2;2;4;0;1;0;13;2;0;23;7;1;0;1;1;0;0;6;7;0;0;1;0;Consolidado com errata
2015;2;1;4;17;5;0;0;2;0;3;3;0;1;1;18;9;0;8;32;0;1;0;0;0;0;1;2;0;0;0;0;Consolidado com errata
2015;2;1;4;18;3;0;0;0;0;2;1;0;1;1;15;1;0;11;6;0;0;0;0;0;0;3;1;0;0;0;0;Consolidado com errata
2015;2;1;6;19;1;0;0;1;0;6;8;0;2;1;4;2;0;11;19;0;3;0;2;0;0;2;1;0;0;0;0;Consolidado com errata
2015;2;1;6;20;1;0;0;0;0;2;3;0;8;0;16;6;1;15;20;0;2;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;2;1;22;21;4;0;0;1;1;8;15;0;2;2;23;9;1;14;49;2;6;0;1;2;0;7;2;0;0;0;0;Consolidado com errata
2015;2;1;16;22;3;0;0;2;0;3;26;0;1;0;25;17;0;15;26;1;4;0;0;0;0;6;2;0;0;0;0;Consolidado com errata
2015;2;1;3;23;0;0;0;0;0;0;0;0;1;0;32;3;0;9;2;2;3;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;2;1;3;24;3;0;0;0;0;9;1;0;0;1;24;3;1;2;2;2;4;0;1;1;0;2;0;0;0;0;0;Consolidado com errata
2015;2;1;3;25;4;0;0;0;1;10;2;0;3;2;19;9;0;4;53;3;5;0;0;1;0;4;2;0;0;0;0;Consolidado com errata
2015;2;1;3;26;1;0;0;0;0;0;3;0;0;0;23;2;0;15;8;5;10;0;2;0;0;3;4;0;0;0;0;Consolidado com errata
2015;2;2;41;27;6;1;0;1;0;1;1;0;0;2;95;4;0;40;3;2;5;0;0;3;0;5;1;0;0;0;0;Consolidado com errata
2015;2;2;9;28;2;0;0;1;1;10;2;0;1;0;60;4;0;12;1;4;7;0;0;0;0;1;2;0;0;0;0;Consolidado com errata
2015;2;2;9;29;5;0;0;0;0;6;1;0;0;1;67;10;0;11;10;2;3;0;0;1;1;4;1;0;0;0;0;Consolidado com errata
2015;2;2;9;30;5;0;0;0;0;1;3;0;5;5;49;5;0;18;0;4;6;0;0;0;0;5;4;0;0;0;0;Consolidado com errata
2015;2;2;41;31;3;0;0;0;0;10;3;0;5;2;133;11;0;15;8;2;8;0;0;5;0;3;1;1;0;0;0;Consolidado com errata
2015;2;2;18;32;6;0;0;1;0;22;15;0;6;6;22;1;0;20;20;5;17;0;0;0;0;4;2;0;0;1;0;Consolidado com errata
2015;2;2;14;33;5;0;1;1;0;9;3;0;4;0;84;10;0;26;4;3;7;1;0;0;0;4;2;0;1;0;1;Consolidado com errata
2015;2;2;14;34;8;0;0;1;1;8;11;0;4;5;121;39;0;48;40;3;21;0;0;6;1;6;1;0;0;0;0;Consolidado com errata
2015;2;2;40;35;5;0;0;2;2;17;3;0;19;0;56;31;0;21;13;4;17;0;1;0;0;2;6;0;1;0;0;Consolidado com errata
2015;2;2;27;36;9;0;0;7;0;18;8;0;5;0;20;6;0;12;13;7;24;0;0;0;0;3;0;0;0;0;0;Consolidado com errata
2015;2;1;17;37;4;0;0;1;0;8;0;0;6;1;14;2;0;13;6;2;3;0;0;0;1;2;1;0;0;0;0;Consolidado com errata
2015;2;1;16;38;3;0;0;0;1;3;0;0;4;1;79;20;0;14;8;0;4;0;0;2;0;7;8;0;0;0;0;Consolidado com errata
2015;2;2;41;39;3;0;1;2;1;15;3;0;1;6;79;26;0;10;22;2;7;0;0;11;2;13;5;1;0;0;0;Consolidado com errata
2015;2;2;9;40;3;0;0;1;0;4;0;0;0;6;110;23;0;8;6;0;5;0;0;3;0;9;5;0;0;0;0;Consolidado com errata
2015;2;2;18;41;3;0;0;0;0;8;0;0;3;0;18;1;0;5;7;1;2;0;0;0;0;1;4;0;0;0;0;Consolidado com errata
2015;2;2;31;42;3;0;0;2;0;3;7;0;3;0;37;2;0;42;4;2;7;0;0;0;0;2;1;0;0;0;0;Consolidado com errata
2015;2;2;27;43;1;0;0;2;0;7;2;0;8;0;6;0;0;18;5;3;10;0;0;0;0;0;0;0;1;0;0;Consolidado com errata
2015;2;1;3;44;4;0;0;0;0;2;1;0;0;0;34;8;0;5;7;3;4;0;0;0;0;1;0;0;0;0;0;Consolidado com errata
2015;2;1;16;45;1;0;0;0;0;6;13;0;1;4;0;0;0;1;5;1;3;0;0;0;0;1;0;0;0;0;0;Consolidado com errata
2015;2;3;24;48;5;0;0;3;0;0;8;0;2;0;5;4;0;5;3;0;3;0;0;0;0;0;0;0;0;0;0;Consolidado com errata
2015;2;3;24;50;7;0;0;4;0;6;7;0;4;0;26;1;0;7;7;0;3;0;2;0;0;8;2;0;0;0;0;Consolidado com errata
2015;2;3;24;51;2;0;0;0;0;0;5;0;3;0;3;4;0;1;8;3;3;0;0;0;0;0;3;0;0;0;0;Consolidado com errata
2015;2;3;20;52;2;0;1;3;0;5;0;0;5;0;50;9;2;33;0;0;1;0;0;0;0;1;3;0;0;1;0;Consolidado com errata
2015;2;3;20;53;6;0;1;1;0;6;13;0;4;1;31;1;0;13;11;0;6;0;0;1;0;4;4;0;0;0;1;Consolidado com errata
