"CISP";"mes";"ano";"Roubo de bicicleta";"Furto de bicicleta"
"106";8;2016;0;0
"107";8;2016;0;1
"108";8;2016;0;0
"109";8;2016;0;0
"110";8;2016;0;1
"111";8;2016;0;0
"112";8;2016;0;0
"118";8;2016;0;1
"119";8;2016;0;0
"120";8;2016;0;2
"121";8;2016;0;3
"122";8;2016;0;0
"123";8;2016;1;0
"124";8;2016;0;1
"125";8;2016;0;1
"126";8;2016;0;2
"127";8;2016;0;0
"128";8;2016;0;4
"129";8;2016;0;0
"130";8;2016;0;0
"132";8;2016;0;0
"134";8;2016;1;4
"135";8;2016;0;0
"136";8;2016;0;3
"137";8;2016;0;0
"138";8;2016;0;0
"139";8;2016;0;1
"140";8;2016;0;0
"141";8;2016;0;2
"142";8;2016;0;0
"143";8;2016;0;1
"144";8;2016;0;2
"145";8;2016;0;0
"146";8;2016;1;0
"147";8;2016;0;0
"148";8;2016;0;2
"151";8;2016;0;0
"152";8;2016;0;0
"153";8;2016;0;0
"154";8;2016;0;0
"155";8;2016;0;0
"156";8;2016;0;0
"157";8;2016;0;0
"158";8;2016;0;0
"159";8;2016;0;2
"165";8;2016;0;0
"166";8;2016;0;0
"167";8;2016;0;2
"168";8;2016;0;0
"1";9;2016;0;0
"4";9;2016;0;0
"5";9;2016;0;4
"6";9;2016;1;1
"7";9;2016;0;0
"9";9;2016;2;4
"10";9;2016;1;13
"11";9;2016;0;0
"12";9;2016;0;7
"13";9;2016;1;2
"14";9;2016;1;14
"15";9;2016;1;3
"16";9;2016;3;4
"17";9;2016;0;0
"18";9;2016;0;3
"19";9;2016;0;3
"20";9;2016;0;2
"21";9;2016;0;2
"22";9;2016;0;1
"23";9;2016;0;1
"24";9;2016;0;0
"25";9;2016;1;1
"26";9;2016;0;1
"27";9;2016;0;3
"28";9;2016;0;1
"29";9;2016;0;1
"30";9;2016;0;0
"31";9;2016;0;0
"32";9;2016;1;5
"33";9;2016;0;0
"34";9;2016;0;0
"35";9;2016;0;2
"36";9;2016;0;2
"37";9;2016;0;1
"38";9;2016;0;0
"39";9;2016;0;0
"40";9;2016;0;0
"41";9;2016;0;2
"42";9;2016;0;10
"43";9;2016;0;1
"44";9;2016;0;2
"45";9;2016;0;0
"48";9;2016;0;0
"50";9;2016;0;0
"51";9;2016;0;0
"52";9;2016;0;1
"53";9;2016;0;1
"54";9;2016;0;0
"55";9;2016;0;0
"56";9;2016;0;0
"57";9;2016;0;2
"58";9;2016;0;2
"59";9;2016;0;0
"60";9;2016;0;0
"61";9;2016;0;4
"62";9;2016;1;1
"63";9;2016;0;0
"64";9;2016;0;0
"65";9;2016;0;4
"66";9;2016;1;1
"67";9;2016;0;3
"70";9;2016;0;0
"71";9;2016;0;1
"72";9;2016;0;1
"73";9;2016;1;1
"74";9;2016;0;2
"75";9;2016;0;1
"76";9;2016;0;8
"77";9;2016;2;9
"78";9;2016;1;0
"79";9;2016;0;0
"81";9;2016;0;0
"82";9;2016;0;2
"88";9;2016;0;3
"89";9;2016;0;4
"90";9;2016;0;1
"91";9;2016;0;0
"92";9;2016;0;0
"93";9;2016;0;0
"94";9;2016;0;0
"95";9;2016;0;0
"96";9;2016;0;0
"97";9;2016;0;0
"98";9;2016;0;0
"99";9;2016;0;0
"100";9;2016;0;0
"101";9;2016;0;0
"104";9;2016;0;0
"105";9;2016;0;1
"106";9;2016;0;0
"107";9;2016;0;1
"108";9;2016;0;4
"109";9;2016;0;0
"110";9;2016;0;0
"111";9;2016;0;0
"112";9;2016;0;0
"118";9;2016;1;6
"119";9;2016;0;0
"120";9;2016;0;0
"121";9;2016;0;0
"122";9;2016;0;1
"123";9;2016;0;0
"124";9;2016;0;1
"125";9;2016;0;2
"126";9;2016;1;1
"127";9;2016;0;0
"128";9;2016;0;1
"129";9;2016;0;1
"130";9;2016;0;0
"132";9;2016;0;1
"134";9;2016;1;7
"135";9;2016;0;0
"136";9;2016;0;1
"137";9;2016;0;0
"138";9;2016;0;0
"139";9;2016;0;1
"140";9;2016;0;0
"141";9;2016;0;5
"142";9;2016;0;0
"143";9;2016;0;5
"144";9;2016;0;3
"145";9;2016;0;0
"146";9;2016;0;1
"147";9;2016;0;0
"148";9;2016;0;0
"151";9;2016;0;0
"152";9;2016;0;0
"153";9;2016;0;0
"154";9;2016;0;0
"155";9;2016;0;0
"156";9;2016;0;0
"157";9;2016;0;0
"158";9;2016;0;0
"159";9;2016;0;0
"165";9;2016;0;0
"166";9;2016;0;1
"167";9;2016;0;1
"168";9;2016;0;0
"1";10;2016;0;1
"4";10;2016;0;0
"5";10;2016;0;1
"6";10;2016;0;1
"7";10;2016;0;0
"9";10;2016;3;5
"10";10;2016;4;14
"11";10;2016;0;0
"12";10;2016;0;5
"13";10;2016;0;5
"14";10;2016;2;6
"15";10;2016;1;3
"16";10;2016;2;14
"17";10;2016;1;0
"18";10;2016;0;3
"19";10;2016;0;0
"20";10;2016;0;2
"21";10;2016;0;0
"22";10;2016;0;0
"23";10;2016;0;0
"24";10;2016;0;0
"25";10;2016;0;0
"26";10;2016;0;0
"27";10;2016;0;2
"28";10;2016;0;0
"29";10;2016;0;0
"30";10;2016;0;0
"31";10;2016;0;0
"32";10;2016;0;4
"33";10;2016;0;0
"34";10;2016;1;1
"35";10;2016;0;0
"36";10;2016;0;1
"37";10;2016;0;2
"38";10;2016;0;0
"39";10;2016;0;0
"40";10;2016;1;1
"41";10;2016;0;2
"42";10;2016;0;9
"43";10;2016;0;0
"44";10;2016;0;0
"45";10;2016;0;0
"48";10;2016;0;0
"50";10;2016;0;1
"51";10;2016;0;0
"52";10;2016;0;2
"53";10;2016;0;1
"54";10;2016;0;0
"55";10;2016;0;2
"56";10;2016;0;0
"57";10;2016;0;0
"58";10;2016;0;0
"59";10;2016;0;0
"60";10;2016;0;1
"61";10;2016;0;0
"62";10;2016;0;0
"63";10;2016;0;0
"64";10;2016;0;0
"65";10;2016;0;2
"66";10;2016;1;0
"67";10;2016;0;1
"70";10;2016;0;0
"71";10;2016;0;2
"72";10;2016;0;1
"73";10;2016;0;2
"74";10;2016;0;3
"75";10;2016;0;0
"76";10;2016;0;16
"77";10;2016;0;8
"78";10;2016;0;0
"79";10;2016;0;1
"81";10;2016;0;0
"82";10;2016;0;2
"88";10;2016;0;0
"89";10;2016;0;9
"90";10;2016;0;0
"91";10;2016;0;0
"92";10;2016;0;0
"93";10;2016;0;0
"94";10;2016;0;0
"95";10;2016;0;0
"96";10;2016;0;0
"97";10;2016;0;0
"98";10;2016;0;0
"99";10;2016;0;3
"100";10;2016;0;0
"101";10;2016;0;0
"104";10;2016;0;0
"105";10;2016;0;0
"106";10;2016;0;0
"107";10;2016;0;2
"108";10;2016;0;1
"109";10;2016;0;0
"110";10;2016;0;0
"111";10;2016;0;0
"112";10;2016;0;0
"118";10;2016;0;2
"119";10;2016;0;1
"120";10;2016;0;0
"121";10;2016;0;0
"122";10;2016;0;0
"123";10;2016;0;1
"124";10;2016;0;0
"125";10;2016;0;0
"126";10;2016;0;1
"127";10;2016;0;1
"128";10;2016;0;2
"129";10;2016;0;0
"130";10;2016;0;0
"132";10;2016;0;1
"134";10;2016;1;7
"135";10;2016;0;1
"136";10;2016;0;1
"137";10;2016;0;1
"138";10;2016;0;0
"139";10;2016;0;0
"140";10;2016;0;0
"141";10;2016;0;3
"142";10;2016;0;0
"143";10;2016;0;5
"144";10;2016;0;3
"145";10;2016;0;0
"146";10;2016;0;1
"147";10;2016;0;0
"148";10;2016;0;4
"151";10;2016;0;0
"152";10;2016;0;0
"153";10;2016;0;0
"154";10;2016;0;1
"155";10;2016;0;0
"156";10;2016;0;0
"157";10;2016;0;0
"158";10;2016;0;0
"159";10;2016;1;4
"165";10;2016;0;0
"166";10;2016;0;0
"167";10;2016;0;1
"168";10;2016;0;0
"1";11;2016;0;1
"4";11;2016;0;0
"5";11;2016;0;1
"6";11;2016;0;1
"7";11;2016;0;0
"9";11;2016;0;3
"10";11;2016;0;8
"11";11;2016;0;0
"12";11;2016;1;6
"13";11;2016;0;1
"14";11;2016;0;12
"15";11;2016;0;2
"16";11;2016;0;3
"17";11;2016;0;0
"18";11;2016;1;4
"19";11;2016;0;5
"20";11;2016;0;4
"21";11;2016;0;0
"22";11;2016;0;0
"23";11;2016;0;1
"24";11;2016;0;0
"25";11;2016;0;0
"26";11;2016;0;0
"27";11;2016;0;0
"28";11;2016;0;2
"29";11;2016;0;0
"30";11;2016;0;0
"31";11;2016;0;0
"32";11;2016;0;6
"33";11;2016;0;2
"34";11;2016;1;1
"35";11;2016;0;2
"36";11;2016;0;0
"37";11;2016;0;1
"38";11;2016;0;0
"39";11;2016;0;0
"40";11;2016;0;0
"41";11;2016;0;1
"42";11;2016;0;4
"43";11;2016;0;0
"44";11;2016;1;0
"45";11;2016;0;0
"48";11;2016;0;0
"50";11;2016;0;0
"51";11;2016;0;1
"52";11;2016;0;1
"53";11;2016;0;4
"54";11;2016;0;0
"55";11;2016;0;0
"56";11;2016;0;1
"57";11;2016;0;1
"58";11;2016;0;0
"59";11;2016;0;0
"60";11;2016;1;0
"61";11;2016;0;0
"62";11;2016;0;0
"63";11;2016;0;1
"64";11;2016;0;0
"65";11;2016;0;1
"66";11;2016;1;0
"67";11;2016;0;3
"70";11;2016;0;0
"71";11;2016;0;2
"72";11;2016;0;0
"73";11;2016;0;0
"74";11;2016;0;0
"75";11;2016;0;0
"76";11;2016;1;13
"77";11;2016;0;6
"78";11;2016;0;1
"79";11;2016;0;0
"81";11;2016;0;1
"82";11;2016;0;1
"88";11;2016;0;0
"89";11;2016;0;4
"90";11;2016;0;1
"91";11;2016;0;0
"92";11;2016;0;0
"93";11;2016;0;0
"94";11;2016;0;0
"95";11;2016;0;0
"96";11;2016;0;0
"97";11;2016;0;0
"98";11;2016;0;0
"99";11;2016;1;0
"100";11;2016;0;0
"101";11;2016;0;0
"104";11;2016;0;1
"105";11;2016;0;1
"106";11;2016;0;0
"107";11;2016;0;0
"108";11;2016;0;2
"109";11;2016;0;1
"110";11;2016;0;1
"111";11;2016;0;0
"112";11;2016;0;1
"118";11;2016;0;3
"119";11;2016;0;0
"120";11;2016;0;0
"121";11;2016;0;0
"122";11;2016;0;0
"123";11;2016;0;2
"124";11;2016;0;0
"125";11;2016;0;0
"126";11;2016;0;4
"127";11;2016;0;0
"128";11;2016;0;1
"129";11;2016;0;1
"130";11;2016;0;0
"132";11;2016;0;0
"134";11;2016;0;4
"135";11;2016;0;0
"136";11;2016;0;1
"137";11;2016;0;2
"138";11;2016;0;0
"139";11;2016;0;2
"140";11;2016;0;0
"141";11;2016;0;1
"142";11;2016;0;0
"143";11;2016;0;1
"144";11;2016;0;1
"145";11;2016;0;0
"146";11;2016;0;0
"147";11;2016;0;0
"148";11;2016;0;0
"151";11;2016;0;1
"152";11;2016;0;0
"153";11;2016;0;0
"154";11;2016;0;1
"155";11;2016;0;0
"156";11;2016;0;0
"157";11;2016;0;0
"158";11;2016;0;0
"159";11;2016;0;0
"165";11;2016;0;0
"166";11;2016;0;1
"167";11;2016;0;0
"168";11;2016;0;0
"1";12;2016;0;0
"4";12;2016;0;0
"5";12;2016;0;1
"6";12;2016;0;0
"7";12;2016;0;1
"9";12;2016;0;4
"10";12;2016;2;5
"11";12;2016;0;0
"12";12;2016;0;8
"13";12;2016;0;7
"14";12;2016;2;17
"15";12;2016;0;4
"16";12;2016;0;1
"17";12;2016;0;0
"18";12;2016;0;1
"19";12;2016;0;2
"20";12;2016;1;5
"21";12;2016;0;1
"22";12;2016;0;1
"23";12;2016;0;1
"24";12;2016;0;1
"25";12;2016;0;0
"26";12;2016;0;2
"27";12;2016;0;0
"28";12;2016;0;0
"29";12;2016;0;2
"30";12;2016;0;0
"31";12;2016;0;0
"32";12;2016;0;1
"33";12;2016;0;1
"34";12;2016;0;1
"35";12;2016;0;2
"36";12;2016;1;0
"37";12;2016;0;2
"38";12;2016;0;0
"39";12;2016;0;1
"40";12;2016;0;0
"41";12;2016;0;2
"42";12;2016;0;8
"43";12;2016;0;0
"44";12;2016;0;1
"45";12;2016;0;0
"48";12;2016;0;0
"50";12;2016;0;0
"51";12;2016;0;1
"52";12;2016;0;1
"53";12;2016;0;0
"54";12;2016;0;1
"55";12;2016;0;2
"56";12;2016;0;0
"57";12;2016;0;0
"58";12;2016;0;0
"59";12;2016;0;0
"60";12;2016;0;1
"61";12;2016;0;1
"62";12;2016;1;0
"63";12;2016;0;1
"64";12;2016;1;1
"65";12;2016;0;2
"66";12;2016;0;3
"67";12;2016;0;0
"70";12;2016;0;1
"71";12;2016;0;0
"72";12;2016;0;0
"73";12;2016;0;1
"74";12;2016;1;0
"75";12;2016;1;0
"76";12;2016;2;7
"77";12;2016;0;5
"78";12;2016;0;2
"79";12;2016;0;0
"81";12;2016;0;2
"82";12;2016;0;0
"88";12;2016;0;0
"89";12;2016;0;4
"90";12;2016;0;1
"91";12;2016;0;0
"92";12;2016;0;0
"93";12;2016;0;1
"94";12;2016;0;0
"95";12;2016;0;0
"96";12;2016;0;2
"97";12;2016;0;0
"98";12;2016;0;0
"99";12;2016;0;1
"100";12;2016;0;0
"101";12;2016;0;0
"104";12;2016;0;0
"105";12;2016;0;1
"106";12;2016;0;0
"107";12;2016;0;0
"108";12;2016;0;4
"109";12;2016;0;0
"110";12;2016;0;0
"111";12;2016;0;0
"112";12;2016;0;0
"118";12;2016;1;1
"119";12;2016;0;0
"120";12;2016;0;2
"121";12;2016;0;3
"122";12;2016;0;0
"123";12;2016;0;4
"124";12;2016;0;1
"125";12;2016;0;2
"126";12;2016;0;1
"127";12;2016;0;0
"128";12;2016;0;2
"129";12;2016;0;0
"130";12;2016;0;0
"132";12;2016;0;0
"134";12;2016;0;4
"135";12;2016;0;3
"136";12;2016;0;2
"137";12;2016;0;1
"138";12;2016;0;0
"139";12;2016;0;0
"140";12;2016;0;0
"141";12;2016;0;1
"142";12;2016;0;0
"143";12;2016;0;2
"144";12;2016;0;2
"145";12;2016;0;0
"146";12;2016;0;1
"147";12;2016;0;1
"148";12;2016;0;3
"151";12;2016;0;0
"152";12;2016;0;0
"153";12;2016;0;0
"154";12;2016;0;0
"155";12;2016;0;0
"156";12;2016;0;0
"157";12;2016;0;0
"158";12;2016;0;0
"159";12;2016;0;1
"165";12;2016;0;0
"166";12;2016;0;0
"167";12;2016;0;0
"168";12;2016;0;0
"1";1;2017;0;3
"4";1;2017;0;10
"5";1;2017;0;4
"6";1;2017;0;3
"7";1;2017;0;0
"9";1;2017;0;10
"10";1;2017;1;17
"11";1;2017;0;3
"12";1;2017;1;2
"13";1;2017;0;2
"14";1;2017;1;15
"15";1;2017;0;3
"16";1;2017;3;3
"17";1;2017;0;3
"18";1;2017;0;0
"19";1;2017;1;5
"20";1;2017;0;1
"21";1;2017;0;0
"22";1;2017;0;0
"23";1;2017;0;0
"24";1;2017;0;0
"25";1;2017;0;0
"26";1;2017;0;0
"27";1;2017;0;1
"28";1;2017;0;0
"29";1;2017;0;2
"30";1;2017;0;0
"31";1;2017;0;1
"32";1;2017;0;1
"33";1;2017;0;2
"34";1;2017;0;0
"35";1;2017;0;0
"36";1;2017;0;1
"37";1;2017;0;1
"38";1;2017;0;0
"39";1;2017;0;0
"40";1;2017;0;0
"41";1;2017;0;0
"42";1;2017;0;2
"43";1;2017;0;0
"44";1;2017;0;0
"45";1;2017;0;0
"48";1;2017;0;0
"50";1;2017;0;0
"51";1;2017;0;2
"52";1;2017;0;0
"53";1;2017;0;0
"54";1;2017;0;0
"55";1;2017;0;0
"56";1;2017;0;0
"57";1;2017;0;0
"58";1;2017;0;0
"59";1;2017;0;0
"60";1;2017;1;0
"61";1;2017;0;1
"62";1;2017;0;0
"63";1;2017;0;0
"64";1;2017;0;0
"65";1;2017;0;0
"66";1;2017;0;1
"67";1;2017;0;1
"70";1;2017;0;3
"71";1;2017;0;0
"72";1;2017;0;1
"73";1;2017;0;0
"74";1;2017;0;1
"75";1;2017;0;0
"76";1;2017;0;2
"77";1;2017;0;1
"78";1;2017;0;1
"79";1;2017;0;0
"81";1;2017;0;2
"82";1;2017;0;1
"88";1;2017;0;1
"89";1;2017;0;1
"90";1;2017;0;0
"91";1;2017;0;0
"92";1;2017;0;0
"93";1;2017;0;0
"94";1;2017;0;0
"95";1;2017;0;0
"96";1;2017;0;0
"97";1;2017;0;0
"98";1;2017;0;0
"99";1;2017;0;1
"100";1;2017;0;0
"101";1;2017;0;0
"104";1;2017;0;0
"105";1;2017;0;0
"106";1;2017;0;0
"107";1;2017;0;1
"108";1;2017;0;1
"109";1;2017;0;0
"110";1;2017;0;0
"111";1;2017;0;0
"112";1;2017;0;0
"118";1;2017;0;1
"119";1;2017;0;1
"120";1;2017;0;0
"121";1;2017;0;1
"122";1;2017;0;0
"123";1;2017;0;1
"124";1;2017;0;0
"125";1;2017;0;0
"126";1;2017;0;0
"127";1;2017;0;1
"128";1;2017;0;1
"129";1;2017;0;0
"130";1;2017;0;0
"132";1;2017;0;0
"134";1;2017;0;3
"135";1;2017;0;0
"136";1;2017;0;0
"137";1;2017;0;0
"138";1;2017;0;0
"139";1;2017;0;0
"140";1;2017;0;0
"141";1;2017;0;0
"142";1;2017;0;0
"143";1;2017;0;1
"144";1;2017;0;0
"145";1;2017;0;0
"146";1;2017;0;0
"147";1;2017;0;0
"148";1;2017;0;1
"151";1;2017;0;0
"152";1;2017;0;0
"153";1;2017;0;0
"154";1;2017;0;0
"155";1;2017;0;0
"156";1;2017;0;0
"157";1;2017;0;0
"158";1;2017;0;0
"159";1;2017;0;0
"165";1;2017;0;0
"166";1;2017;0;0
"167";1;2017;0;0
"168";1;2017;0;0
"1";2;2017;0;0
"4";2;2017;0;0
"5";2;2017;0;3
"6";2;2017;0;0
"7";2;2017;0;0
"9";2;2017;0;1
"10";2;2017;1;7
"11";2;2017;0;0
"12";2;2017;1;0
"13";2;2017;0;0
"14";2;2017;2;3
"15";2;2017;0;0
"16";2;2017;0;0
"17";2;2017;0;0
"18";2;2017;0;0
"19";2;2017;0;4
"20";2;2017;0;1
"21";2;2017;0;0
"22";2;2017;0;1
"23";2;2017;0;0
"24";2;2017;0;0
"25";2;2017;0;1
"26";2;2017;0;0
"27";2;2017;0;0
"28";2;2017;0;0
"29";2;2017;0;0
"30";2;2017;0;0
"31";2;2017;0;0
"32";2;2017;0;0
"33";2;2017;0;2
"34";2;2017;0;0
"35";2;2017;0;1
"36";2;2017;0;0
"37";2;2017;0;0
"38";2;2017;0;0
"39";2;2017;0;0
"40";2;2017;0;0
"41";2;2017;0;0
"42";2;2017;0;4
"43";2;2017;0;0
"44";2;2017;0;0
"45";2;2017;0;0
"48";2;2017;0;0
"50";2;2017;0;0
"51";2;2017;0;0
"52";2;2017;0;0
"53";2;2017;0;0
"54";2;2017;0;0
"55";2;2017;0;0
"56";2;2017;0;0
"57";2;2017;0;0
"58";2;2017;0;0
"59";2;2017;0;0
"60";2;2017;0;0
"61";2;2017;0;1
"62";2;2017;0;0
"63";2;2017;0;0
"64";2;2017;0;0
"65";2;2017;0;0
"66";2;2017;0;0
"67";2;2017;0;0
"70";2;2017;0;0
"71";2;2017;0;0
"72";2;2017;0;1
"73";2;2017;0;1
"74";2;2017;0;0
"75";2;2017;0;0
"76";2;2017;0;3
"77";2;2017;0;0
"78";2;2017;0;0
"79";2;2017;0;0
"81";2;2017;0;1
"82";2;2017;0;0
"88";2;2017;0;0
"89";2;2017;0;0
"90";2;2017;0;0
"91";2;2017;0;0
"92";2;2017;0;0
"93";2;2017;0;0
"94";2;2017;0;0
"95";2;2017;0;0
"96";2;2017;0;1
"97";2;2017;0;0
"98";2;2017;0;0
"99";2;2017;0;0
"100";2;2017;0;0
"101";2;2017;0;0
"104";2;2017;0;0
"105";2;2017;0;0
"106";2;2017;0;0
"107";2;2017;0;0
"108";2;2017;0;0
"109";2;2017;0;0
"110";2;2017;0;0
"111";2;2017;0;0
"112";2;2017;0;0
"118";2;2017;0;0
"119";2;2017;0;0
"120";2;2017;0;1
"121";2;2017;0;0
"122";2;2017;0;0
"123";2;2017;0;0
"124";2;2017;0;0
"125";2;2017;0;0
"126";2;2017;0;0
"127";2;2017;0;0
"128";2;2017;0;0
"129";2;2017;0;0
"130";2;2017;0;0
"132";2;2017;0;0
"134";2;2017;0;0
"135";2;2017;0;0
"136";2;2017;0;0
"137";2;2017;0;0
"138";2;2017;0;0
"139";2;2017;0;0
"140";2;2017;0;0
"141";2;2017;0;0
"142";2;2017;0;0
"143";2;2017;0;0
"144";2;2017;0;0
"145";2;2017;0;0
"146";2;2017;0;0
"147";2;2017;0;0
"148";2;2017;0;1
"151";2;2017;0;1
"152";2;2017;0;0
"153";2;2017;0;0
"154";2;2017;0;0
"155";2;2017;0;0
"156";2;2017;0;0
"157";2;2017;0;0
"158";2;2017;0;0
"159";2;2017;0;0
"165";2;2017;0;0
"166";2;2017;0;0
"167";2;2017;0;0
"168";2;2017;0;0
"1";3;2017;0;4
"4";3;2017;0;3
"5";3;2017;0;4
"6";3;2017;0;4
"7";3;2017;0;1
"9";3;2017;7;10
"10";3;2017;1;9
"11";3;2017;0;0
"12";3;2017;0;4
"13";3;2017;1;3
"14";3;2017;5;16
"15";3;2017;0;4
"16";3;2017;1;20
"17";3;2017;0;1
"18";3;2017;0;2
"19";3;2017;0;4
"20";3;2017;0;10
"21";3;2017;1;0
"22";3;2017;1;0
"23";3;2017;0;1
"24";3;2017;0;0
"25";3;2017;0;0
"26";3;2017;0;1
"27";3;2017;0;0
"28";3;2017;0;1
"29";3;2017;0;1
"30";3;2017;0;0
"31";3;2017;0;1
"32";3;2017;0;3
"33";3;2017;0;5
"34";3;2017;0;1
"35";3;2017;0;0
"36";3;2017;0;0
"37";3;2017;0;0
"38";3;2017;0;1
"39";3;2017;0;0
"40";3;2017;0;1
"41";3;2017;0;1
"42";3;2017;0;7
"43";3;2017;0;0
"44";3;2017;0;0
"45";3;2017;0;0
"48";3;2017;0;2
"50";3;2017;0;0
"51";3;2017;0;1
"52";3;2017;0;0
"53";3;2017;0;0
"54";3;2017;0;0
"55";3;2017;0;0
"56";3;2017;1;1
"57";3;2017;0;1
"58";3;2017;0;0
"59";3;2017;0;0
"60";3;2017;0;0
"61";3;2017;0;0
"62";3;2017;0;0
"63";3;2017;0;0
"64";3;2017;0;0
"65";3;2017;0;0
"66";3;2017;1;2
"67";3;2017;0;2
"70";3;2017;0;0
"71";3;2017;0;0
"72";3;2017;0;0
"73";3;2017;0;0
"74";3;2017;0;0
"75";3;2017;0;0
"76";3;2017;2;7
"77";3;2017;1;2
"78";3;2017;0;0
"79";3;2017;0;0
"81";3;2017;0;1
"82";3;2017;0;1
"88";3;2017;0;0
"89";3;2017;0;0
"90";3;2017;0;0
"91";3;2017;0;0
"92";3;2017;0;0
"93";3;2017;0;0
"94";3;2017;0;0
"95";3;2017;0;0
"96";3;2017;0;0
"97";3;2017;0;0
"98";3;2017;0;0
"99";3;2017;0;0
"100";3;2017;0;0
"101";3;2017;0;0
"104";3;2017;0;0
"105";3;2017;0;0
"106";3;2017;0;0
"107";3;2017;0;0
"108";3;2017;0;5
"109";3;2017;0;0
"110";3;2017;0;0
"111";3;2017;0;0
"112";3;2017;0;0
"118";3;2017;0;1
"119";3;2017;0;0
"120";3;2017;0;1
"121";3;2017;0;0
"122";3;2017;0;0
"123";3;2017;0;0
"124";3;2017;0;0
"125";3;2017;0;0
"126";3;2017;0;0
"127";3;2017;0;0
"128";3;2017;0;0
"129";3;2017;0;0
"130";3;2017;0;0
"132";3;2017;0;0
"134";3;2017;1;0
"135";3;2017;0;0
"136";3;2017;0;0
"137";3;2017;0;1
"138";3;2017;0;0
"139";3;2017;0;0
"140";3;2017;0;0
"141";3;2017;0;1
"142";3;2017;0;0
"143";3;2017;1;1
"144";3;2017;0;0
"145";3;2017;1;0
"146";3;2017;1;1
"147";3;2017;0;0
"148";3;2017;0;0
"151";3;2017;0;1
"152";3;2017;0;0
"153";3;2017;0;0
"154";3;2017;0;1
"155";3;2017;0;0
"156";3;2017;0;0
"157";3;2017;0;0
"158";3;2017;0;0
"159";3;2017;0;0
"165";3;2017;0;0
"166";3;2017;0;0
"167";3;2017;0;2
"168";3;2017;0;0
"1";4;2017;0;11
"4";4;2017;0;0
"5";4;2017;0;4
"6";4;2017;0;5
"7";4;2017;0;1
"9";4;2017;1;11
"10";4;2017;1;13
"11";4;2017;0;0
"12";4;2017;0;10
"13";4;2017;0;5
"14";4;2017;1;15
"15";4;2017;0;7
"16";4;2017;0;4
"17";4;2017;0;0
"18";4;2017;0;2
"19";4;2017;0;1
"20";4;2017;1;3
"21";4;2017;1;2
"22";4;2017;0;0
"23";4;2017;0;1
"24";4;2017;0;2
"25";4;2017;0;0
"26";4;2017;0;1
"27";4;2017;0;1
"28";4;2017;0;0
"29";4;2017;0;1
"30";4;2017;0;0
"31";4;2017;0;1
"32";4;2017;1;6
"33";4;2017;0;2
"34";4;2017;0;0
"35";4;2017;0;3
"36";4;2017;1;2
"37";4;2017;0;1
"38";4;2017;0;0
"39";4;2017;0;0
"40";4;2017;0;1
"41";4;2017;0;0
"42";4;2017;0;5
"43";4;2017;0;0
"44";4;2017;0;0
"45";4;2017;0;0
"48";4;2017;0;0
"50";4;2017;0;0
"51";4;2017;0;0
"52";4;2017;0;1
"53";4;2017;1;1
"54";4;2017;0;0
"55";4;2017;0;1
"56";4;2017;0;2
"57";4;2017;0;1
"58";4;2017;0;1
"59";4;2017;0;0
"60";4;2017;0;0
"61";4;2017;0;2
"62";4;2017;0;0
"63";4;2017;0;0
"64";4;2017;0;2
"65";4;2017;0;1
"66";4;2017;0;1
"67";4;2017;0;1
"70";4;2017;0;0
"71";4;2017;0;0
"72";4;2017;0;0
"73";4;2017;0;1
"74";4;2017;0;2
"75";4;2017;0;1
"76";4;2017;2;6
"77";4;2017;3;9
"78";4;2017;0;2
"79";4;2017;0;1
"81";4;2017;0;1
"82";4;2017;0;2
"88";4;2017;0;1
"89";4;2017;0;1
"90";4;2017;0;0
"91";4;2017;0;1
"92";4;2017;0;0
"93";4;2017;0;1
"94";4;2017;0;0
"95";4;2017;0;0
"96";4;2017;0;0
"97";4;2017;0;0
"98";4;2017;0;0
"99";4;2017;0;0
"100";4;2017;0;0
"101";4;2017;0;0
"104";4;2017;0;0
"105";4;2017;0;0
"106";4;2017;0;1
"107";4;2017;0;0
"108";4;2017;0;3
"109";4;2017;0;0
"110";4;2017;0;1
"111";4;2017;0;0
"112";4;2017;0;0
"118";4;2017;0;0
"119";4;2017;0;0
"120";4;2017;0;1
"121";4;2017;0;1
"122";4;2017;0;1
"123";4;2017;0;2
"124";4;2017;0;0
"125";4;2017;0;2
"126";4;2017;0;1
"127";4;2017;0;0
"128";4;2017;0;1
"129";4;2017;0;0
"130";4;2017;0;0
"132";4;2017;0;1
"134";4;2017;1;1
"135";4;2017;0;2
"136";4;2017;0;1
"137";4;2017;0;1
"138";4;2017;0;1
"139";4;2017;0;1
"140";4;2017;0;1
"141";4;2017;0;4
"142";4;2017;0;0
"143";4;2017;0;5
"144";4;2017;0;3
"145";4;2017;0;0
"146";4;2017;0;1
"147";4;2017;0;0
"148";4;2017;0;1
"151";4;2017;0;0
"152";4;2017;0;0
"153";4;2017;0;0
"154";4;2017;0;3
"155";4;2017;0;0
"156";4;2017;0;0
"157";4;2017;0;0
"158";4;2017;0;0
"159";4;2017;0;0
"165";4;2017;0;0
"166";4;2017;0;0
"167";4;2017;0;0
"168";4;2017;0;0
"1";5;2017;0;2
"4";5;2017;0;1
"5";5;2017;0;6
"6";5;2017;0;11
"7";5;2017;0;0
"9";5;2017;2;6
"10";5;2017;0;5
"11";5;2017;0;2
"12";5;2017;0;5
"13";5;2017;0;6
